municipality_code,used_apartment_median_price_man_yen,used_apartment_sample_size,used_apartment_median_unit_price_yen,used_apartment_avg_building_age,emergency_shelter_count,emergency_shelter_official_link,population_2025_estimated,population_2050_estimated,population_change_2025_2050_pct,medical_facility_count,medical_hospital_count,medical_clinic_count,childcare_facility_count,kindergarten_count,nursery_count,reinfolib_loaded_at,reinfolib_source_url
20214,1775,2,195277,20.5,485,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.0252,138.2467&z=12",290546,221011,-23.93,90,1,56,18,1,17,2026-05-28T06:56:47.994049+00:00,https://www.reinfolib.mlit.go.jp/
20215,2600,1,325000,11,706,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.0381,137.9003&z=12",555665,464013,-16.49,56,5,28,14,2,12,2026-05-28T06:58:22.259516+00:00,https://www.reinfolib.mlit.go.jp/
20217,850,3,130769,28,697,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.2158,138.4452&z=12",392064,321190,-18.08,181,9,107,31,5,26,2026-05-28T07:00:24.553826+00:00,https://www.reinfolib.mlit.go.jp/
20218,290,1,52727,51,1263,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.5062,138.1235&z=12",765850,615127,-19.68,179,6,111,18,1,17,2026-05-28T07:02:28.119975+00:00,https://www.reinfolib.mlit.go.jp/
20219,,0,,,671,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.3739,138.3687&z=12",419600,342088,-18.47,195,9,111,7,1,6,2026-05-28T07:04:12.144200+00:00,https://www.reinfolib.mlit.go.jp/
20220,,0,,,909,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.328,137.8401&z=12",491977,407887,-17.09,155,5,101,21,1,20,2026-05-28T07:06:06.638488+00:00,https://www.reinfolib.mlit.go.jp/
20303,,0,,,437,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.0687,138.4593&z=12",226159,185251,-18.09,21,2,12,1,0,1,2026-05-28T07:07:40.677309+00:00,https://www.reinfolib.mlit.go.jp/
20304,,0,,,258,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.9417,138.6185&z=12",66116,46086,-30.3,4,0,3,1,0,1,2026-05-28T07:09:03.325157+00:00,https://www.reinfolib.mlit.go.jp/
20305,,0,,,328,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.9841,138.4583&z=12",131674,101159,-23.17,12,0,9,2,0,2,2026-05-28T07:10:28.813811+00:00,https://www.reinfolib.mlit.go.jp/
20306,,0,,,258,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.0185,138.5859&z=12",66116,46086,-30.3,14,1,8,1,0,1,2026-05-28T07:11:51.439803+00:00,https://www.reinfolib.mlit.go.jp/
20307,,0,,,438,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.0623,138.5901&z=12",189331,149321,-21.13,13,1,7,1,0,1,2026-05-28T07:13:18.784189+00:00,https://www.reinfolib.mlit.go.jp/
20309,,0,,,437,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.1224,138.4745&z=12",226159,185251,-18.09,35,4,18,3,0,3,2026-05-28T07:14:56.884742+00:00,https://www.reinfolib.mlit.go.jp/
20321,5850,68,736898,23.9,603,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.3569,138.5894&z=12",281397,219548,-21.98,57,2,36,9,3,6,2026-05-28T07:16:36.143182+00:00,https://www.reinfolib.mlit.go.jp/
20323,3600,6,484444,17,671,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.3341,138.5131&z=12",419600,342088,-18.47,173,8,106,6,2,4,2026-05-28T07:18:24.794724+00:00,https://www.reinfolib.mlit.go.jp/
20324,,0,,,786,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.2113,138.2951&z=12",482218,380404,-21.11,33,2,19,1,0,1,2026-05-28T07:20:07.705027+00:00,https://www.reinfolib.mlit.go.jp/
20349,,0,,,1109,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.3644,138.1051&z=12",703030,574986,-18.21,47,3,28,1,0,1,2026-05-28T07:21:57.213603+00:00,https://www.reinfolib.mlit.go.jp/
20350,,0,,,786,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.1882,138.2161&z=12",482218,380404,-21.11,13,1,8,2,0,2,2026-05-28T07:23:34.690756+00:00,https://www.reinfolib.mlit.go.jp/
20361,1600,3,213333,24,711,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.1106,138.1125&z=12",627558,521496,-16.9,143,9,74,3,0,3,2026-05-28T07:25:13.670756+00:00,https://www.reinfolib.mlit.go.jp/
20362,,0,,,485,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.9007,138.2499&z=12",290546,221011,-23.93,56,2,34,5,0,5,2026-05-28T07:26:45.225239+00:00,https://www.reinfolib.mlit.go.jp/
20363,,0,,,485,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.9639,138.2569&z=12",290546,221011,-23.93,44,2,27,3,1,2,2026-05-28T07:28:19.157425+00:00,https://www.reinfolib.mlit.go.jp/
20382,,0,,,813,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.9841,137.9426&z=12",370933,293827,-20.79,55,2,30,7,1,6,2026-05-28T07:29:49.910887+00:00,https://www.reinfolib.mlit.go.jp/
20383,,0,,,708,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.9243,137.9925&z=12",426566,342686,-19.66,148,7,83,7,0,7,2026-05-28T07:31:28.589357+00:00,https://www.reinfolib.mlit.go.jp/
20384,,0,,,833,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.6745,137.8785&z=12",271835,214230,-21.19,73,3,45,3,0,3,2026-05-28T07:32:55.648820+00:00,https://www.reinfolib.mlit.go.jp/
